SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_1000_27,499500,2487700,249192,618500,8723,178900,10911,80800,10645,113000,
seq_1000_28,499500,2048500,255464,525000,8727,137600,11203,63400,10106,104000,
seq_1000_29,499500,2163700,256863,565600,8748,157000,11351,71300,10514,109900,
seq_1000_30,499500,2969900,246556,483700,8710,134600,10953,62800,10251,104100,
seq_1000_31,499500,2170600,243623,487800,8710,135600,10694,62800,10389,102600,
seq_1000_32,499500,2426300,244819,844100,8683,235400,10914,119100,10448,120900,
seq_1000_33,499500,2630900,252646,632300,8727,158300,10124,72300,11098,114400,
seq_1000_34,499500,2404300,253299,582200,8702,153200,10659,70700,11117,120300,
seq_1000_35,499500,2714100,259125,753300,8687,168100,10875,68700,10706,121700,
seq_1000_36,499500,2713000,237836,540400,8713,155300,11086,71100,9536,115900,
seq_1000_37,499500,2727600,249685,841300,8685,187600,12475,90700,9661,115600,
seq_1000_38,499500,2015500,254950,519700,8691,137700,11022,65700,11661,101700,
seq_1000_39,499500,2414700,246735,496300,8712,137600,9702,65200,9683,107500,
seq_1000_40,499500,2105000,247870,535500,8690,146300,11519,68700,10504,117100,
seq_1000_41,499500,2336400,256732,580200,8727,193400,11291,82600,10363,119100,
seq_1000_42,499500,2175000,248524,512800,8713,137900,10651,62400,11242,107600,
seq_1000_43,499500,2234100,256289,540600,8690,136700,10233,65100,10817,107400,
seq_1000_44,499500,2606500,256147,539800,8701,153300,11223,65200,11587,102300,
seq_1000_45,499500,2114100,253479,513700,8704,137700,10389,63100,9808,130000,
seq_1000_46,499500,2382100,248297,502400,8676,141300,10708,63200,10495,114200,
seq_1000_47,499500,2062800,247307,511200,8731,148500,11132,64400,9890,103400,
seq_1000_48,499500,2787100,241078,514800,8683,146100,12971,67100,10263,113600,
seq_1000_49,499500,2610600,250823,555800,8728,139800,11155,69200,9621,107400,
seq_1000_50,499500,2353600,246894,651400,8715,145000,10593,67700,9573,106100,
seq_1000_51,499500,2186000,248682,500100,8734,140000,11173,61700,10059,100000,
seq_1000_52,499500,2498700,257252,512000,8706,206700,10685,77000,9916,146600,
seq_1000_53,499500,2358900,251451,513600,8720,142100,10261,63900,10473,99000,
seq_1000_54,499500,2227900,250746,543700,8695,177900,10793,68600,10158,112500,
seq_1000_55,499500,2156500,249652,509100,8718,140200,10731,63300,9951,111100,
seq_1000_56,499500,2238700,247936,497100,8686,140700,10221,65900,10563,133900,
seq_1000_57,499500,2231300,258183,523600,8723,139400,12046,65500,10708,104600,
seq_1000_58,499500,2402100,238875,497400,8715,142200,11373,70700,10222,101200,
seq_1000_59,499500,2531700,257733,564900,8727,169200,10970,69500,11445,111900,
seq_1000_60,499500,2172900,253523,527000,8716,141200,9762,65400,10107,113800,
seq_1000_61,499500,2118600,245080,512900,8703,139500,10778,63000,9669,102200,
seq_1000_62,499500,2266100,254392,510000,8692,135200,10547,64300,9589,107700,
seq_1000_63,499500,2256700,253278,516400,8732,143300,11368,66000,10124,102300,
seq_1000_64,499500,2313600,248991,581500,8693,185500,10897,73000,10545,129800,
seq_1000_65,499500,2210300,254872,519800,8709,141800,10541,64800,10403,97300,
seq_1000_66,499500,2130300,247003,522100,8721,151600,10873,66600,9917,112500,
seq_1000_67,499500,2822200,248592,535800,8737,141500,10624,65100,9749,106400,
seq_1000_68,499500,2378100,247674,518000,8698,152600,11383,66600,9635,111600,
seq_1000_69,499500,2673500,247000,753400,8701,201900,10157,106200,10790,146000,
seq_1000_70,499500,2181000,251067,511500,8751,139300,10795,65600,10282,103100,
seq_1000_71,499500,2454700,247256,826000,8708,202500,11220,88200,10838,145200,
seq_1000_72,499500,2932900,244412,633000,8710,135700,11143,65100,10306,103100,
seq_1000_73,499500,2609000,254791,671500,8706,193700,10889,72500,9883,103100,
seq_1000_74,499500,2418200,238239,543400,8690,177100,10538,70700,10079,123600,
seq_1000_75,499500,2299100,250958,569400,8719,147800,11694,65800,10261,108700,
seq_1000_76,499500,2206600,251490,503600,8719,136000,11734,65100,11473,107100,
seq_1000_77,499500,2664800,258897,554200,8712,142100,10438,62600,10845,107900,
seq_1000_78,499500,2326300,254021,560200,8696,137000,10878,65600,10714,107900,
seq_1000_79,499500,2186800,247029,510300,8714,137900,10412,63100,10185,101100,
seq_1000_80,499500,2441300,250987,627100,8684,165700,10957,72400,9283,115000,
seq_1000_81,499500,2315300,253187,612800,8705,216500,11168,76500,10982,125000,
seq_1000_82,499500,2464800,248111,563700,8714,157000,11522,70400,9218,119200,
seq_1000_83,499500,2931500,251431,593700,8707,197400,11303,71700,9851,131200,
seq_1000_84,499500,2536900,241135,1009200,8717,184400,10989,85400,10112,121100,
seq_1000_85,499500,2562500,248377,550100,8731,149200,10799,66300,9696,114500,
seq_1000_86,499500,2428800,253418,584600,8723,159100,11256,67100,9666,118200,
seq_1000_87,499500,2258700,250720,736400,8703,151400,12535,85000,9805,115600,
seq_1000_88,499500,2188200,250756,530600,8730,145000,10887,66900,10420,106800,
seq_1000_89,499500,2377700,249491,836400,8712,244200,11068,84200,11674,167400,
seq_1000_90,499500,2099500,243924,524400,8707,147900,10196,64400,10409,100800,
seq_1000_91,499500,2854700,260583,574400,8671,158600,10584,70300,10339,117500,
seq_1000_92,499500,2554500,245053,556500,8696,143600,11559,66500,9780,119400,
seq_1000_93,499500,2340500,245214,551900,8703,168100,10413,70500,10228,116200,
seq_1000_94,499500,2236000,250178,785900,8720,237400,10800,79400,10262,169100,
seq_1000_95,499500,2246500,251835,544000,8716,138300,11133,67000,10144,104200,
seq_1000_96,499500,2060900,256585,513700,8700,141600,10529,63800,10489,102400,
seq_1000_97,499500,2972000,253716,502300,8700,138000,10946,64000,10420,104400,
seq_1000_98,499500,2342400,246420,502000,8701,138600,10349,69100,9706,101200,
seq_1000_99,499500,2202500,247950,563200,8695,148100,10832,69300,10670,104500,
seq_1050_0,550725,2541200,279664,559900,9210,144500,12174,67000,10106,109500,
seq_1050_1,550725,2458800,283388,564900,9205,146200,11409,64200,10499,108600,
seq_1050_2,550725,3130900,282575,584100,9204,175300,11888,72800,9952,120300,
seq_1050_3,550725,2508400,285078,570900,9219,144600,12361,68100,12116,114300,
seq_1050_4,550725,2587700,281823,910800,9233,202300,10941,97000,10221,131100,
seq_1050_5,550725,2944200,268201,536900,9227,141200,10999,65400,13179,118600,
seq_1050_6,550725,2433500,279758,605900,9195,164400,10647,73100,11150,116700,
seq_1050_7,550725,2832500,273289,550000,9204,149400,11618,67400,10525,108400,
seq_1050_8,550725,2426600,269441,542700,9231,143900,12279,67400,10492,105700,
seq_1050_9,550725,2829900,274188,596700,9247,156400,12946,68400,10394,111200,
seq_1050_10,550725,2720000,274519,627500,9198,155100,11392,67900,10673,117700,
seq_1050_11,550725,2664200,276087,655000,9232,194800,11072,95600,10850,132100,
seq_1050_12,550725,2257600,283573,621900,9200,166700,11379,76600,11639,126000,
seq_1050_13,550725,2379400,267651,543300,9223,146300,11599,66700,10570,120300,
seq_1050_14,550725,2446000,276884,556900,9207,149900,12250,68000,10992,114200,
seq_1050_15,550725,2477600,273633,565000,9202,153300,12053,68800,10684,107800,
seq_1050_16,550725,3670700,275469,676600,9193,187400,11490,80100,11154,132000,
seq_1050_17,550725,2269700,271611,547900,9204,148600,11322,68500,10909,109700,
seq_1050_18,550725,3115300,278582,889400,9201,204200,11518,72500,11296,121200,
seq_1050_19,550725,2670300,276267,580100,9197,147300,11453,69300,10725,109900,
seq_1050_20,550725,2435100,282012,567800,9225,145400,12531,69900,11164,107900,
seq_1050_21,550725,2865400,277870,692300,9214,186600,12410,85100,10425,129900,
seq_1050_22,550725,2458500,274970,572700,9202,150000,11766,66300,10348,107100,
seq_1050_23,550725,3390600,278925,663400,9203,152700,11487,89700,10859,127200,
seq_1050_24,550725,2309100,276390,573700,9217,147700,12074,67200,10576,109100,
seq_1050_25,550725,2301000,270503,626200,9226,177100,11464,74300,11183,126000,
seq_1050_26,550725,2458500,284649,621100,9202,170200,12708,78400,10444,119900,
seq_1050_27,550725,2342100,273407,551200,9196,149400,10856,67200,9940,108600,
seq_1050_28,550725,2772700,264833,548500,9226,153200,12984,70100,10197,109700,
seq_1050_29,550725,2617700,276122,587900,9243,157200,11691,70600,10494,111300,
seq_1050_30,550725,2872100,278422,689500,9213,189900,12469,92200,10475,125800,
seq_1050_31,550725,2708900,267169,616300,9209,176800,12532,67700,11154,111300,
seq_1050_32,550725,3184300,284724,743200,9217,198200,11888,89300,12306,124400,
seq_1050_33,550725,2611500,268512,539100,9233,148200,11340,73600,11616,109800,
seq_1050_34,550725,2364700,278194,559600,9249,153600,11672,67100,10062,108400,
seq_1050_35,550725,2421000,283022,566100,9227,144900,10769,68600,10985,109200,
seq_1050_36,550725,2435700,282117,596500,9231,150700,11172,66200,11222,109200,
seq_1050_37,550725,3636100,273947,816300,9227,208700,11669,94800,11408,152900,
seq_1050_38,550725,2801100,273622,627700,9220,170400,11325,77000,10295,120700,
seq_1050_39,550725,2462000,280662,758000,9209,185100,12290,77000,10899,114700,
seq_1050_40,550725,2330300,282190,832500,9200,165400,11722,67200,11516,106700,
seq_1050_41,550725,2571300,280204,566700,9255,146000,11281,65800,12139,111600,
seq_1050_42,550725,2735100,280910,630800,9215,161800,11662,76300,10700,128900,
seq_1050_43,550725,2538400,272421,566300,9198,153100,11158,66100,10796,108900,
seq_1050_44,550725,3334600,275138,603300,9208,177900,11646,67200,9997,111300,
seq_1050_45,550725,2370600,280549,572000,9214,148200,11594,66900,11267,110200,
seq_1050_46,550725,2473400,283863,824000,9231,247700,11076,89800,10286,165800,
seq_1050_47,550725,3034200,270373,554400,9202,158000,11852,71200,10744,115500,
seq_1050_48,550725,2384400,277752,560000,9222,143700,11345,66600,11683,112100,
seq_1050_49,550725,2582900,275221,611300,9244,148900,11255,66900,11962,111000,
seq_1050_50,550725,2394100,279791,563800,9250,152200,11982,65900,11635,110000,
seq_1050_51,550725,2644200,279330,722000,9224,149100,12988,70600,11277,111000,
seq_1050_52,550725,2415200,286088,587000,9215,153600,12261,68900,10605,111300,
seq_1050_53,550725,2411900,273203,547100,9247,145200,10873,77300,10419,135300,
seq_1050_54,550725,2361900,291097,576500,9229,142300,11669,66300,12039,117400,
seq_1050_55,550725,2325200,271635,573700,9219,154200,11819,70300,10539,108600,
seq_1050_56,550725,2772100,272360,905700,9208,228800,11581,102900,10907,158700,
seq_1050_57,550725,2514500,278369,575300,9231,150800,10952,77100,10662,107500,
seq_1050_58,550725,2342700,280964,641100,9228,191300,12426,81200,10314,119300,
seq_1050_59,550725,2399600,276911,570100,9224,151500,10672,69000,10469,109100,
seq_1050_60,550725,2493600,259109,571700,9216,158700,11394,73900,10860,123000,
seq_1050_61,550725,2488800,278819,579000,9233,151300,10811,66900,10487,116700,
seq_1050_62,550725,2455700,270937,558400,9207,155900,11876,70300,10656,117500,
seq_1050_63,550725,3126200,272985,769500,9223,207000,12952,95700,9997,152600,
seq_1050_64,550725,2563000,271634,577300,9204,156200,11346,67400,9827,106600,
seq_1050_65,550725,2688200,271271,711200,9214,170400,11455,77900,11600,124400,
seq_1050_66,550725,2716200,279134,626800,9218,167000,11632,78500,10576,148200,
seq_1050_67,550725,2516800,278416,610900,9205,149400,11006,68200,11507,106600,
seq_1050_68,550725,2762200,278687,649200,9203,165500,12011,77200,10304,127100,
seq_1050_69,550725,2442300,267709,532100,9237,143700,12126,66000,10234,109700,
seq_1050_70,550725,2703200,280704,693200,9176,202600,11547,66900,10139,130800,
seq_1050_71,550725,2355200,277439,558700,9226,145800,12192,68600,11949,106700,
seq_1050_72,550725,2497000,281638,585800,9201,142200,10973,69600,10466,106200,
seq_1050_73,550725,2618400,271129,545600,9223,148700,11444,69500,10706,113500,
seq_1050_74,550725,2841200,270986,627000,9189,171500,10788,76400,10154,138300,
seq_1050_75,550725,2977800,275347,582700,9209,148700,11389,68000,9983,146300,
seq_1050_76,550725,3004000,277793,969700,9184,268300,11281,77300,10477,127100,
seq_1050_77,550725,3295800,282634,636800,9235,176600,10907,72800,10272,119300,
seq_1050_78,550725,2589800,282529,570600,9200,162900,11787,76200,11602,128700,
seq_1050_79,550725,2663600,273534,820800,9221,227600,11433,97700,10827,156500,
seq_1050_80,550725,2399300,283263,773400,9234,159700,11845,77600,11541,117800,
seq_1050_81,550725,2414200,276024,596500,9186,209200,10892,73300,10475,112000,
seq_1050_82,550725,2499400,274465,551900,9212,147300,11695,67300,10863,116300,
seq_1050_83,550725,2420500,274726,587400,9224,147600,11169,67900,10194,110700,
seq_1050_84,550725,2424500,268557,720000,9216,230200,12043,113300,11005,158000,
seq_1050_85,550725,2602600,273306,550700,9266,147800,10611,66800,10681,108600,
seq_1050_86,550725,2559700,268484,564600,9228,144500,11613,67400,10788,107800,
seq_1050_87,550725,2313300,275446,818600,9208,167500,10820,73000,10346,117300,
seq_1050_88,550725,2396600,276259,551400,9257,146300,11281,66200,10510,108100,
seq_1050_89,550725,3174700,268849,770300,9212,218500,10920,95200,10770,155500,
seq_1050_90,550725,2273400,285669,586000,9253,153100,11867,66400,10298,114200,
seq_1050_91,550725,2355600,288342,580900,9225,152000,10398,74400,11774,121700,
seq_1050_92,550725,2463000,269320,556600,9208,150700,10758,68700,10289,107400,
seq_1050_93,550725,2464700,270632,556400,9234,145100,11796,66800,11052,112000,
seq_1050_94,550725,2897000,270834,568800,9204,184200,11891,74600,10737,122800,
seq_1050_95,550725,2424000,275127,592700,9226,148100,11358,65000,10214,112200,
seq_1050_96,550725,2606700,273703,748000,9224,211200,12563,89300,9865,122700,
seq_1050_97,550725,2372500,269166,591000,9229,170200,11763,77300,10234,124400,
seq_1050_98,550725,2355400,268607,538100,9234,151100,11462,67600,12279,118900,
seq_1050_99,550725,2592400,267539,538800,9209,146800,12236,70100,11157,104900,
seq_1100_0,604450,2645500,315788,703300,9757,175000,12109,75000,11388,128100,
seq_1100_1,604450,3260000,305135,636900,9747,158400,11770,72600,12226,124000,
seq_1100_2,604450,2580600,304941,633400,9745,164600,12845,75900,11984,122500,
seq_1100_3,604450,3648300,297842,805700,9710,188500,12409,78400,12451,130400,
seq_1100_4,604450,2689300,308733,630400,9714,184100,12523,73800,12304,124600,
seq_1100_5,604450,2564100,299260,603000,9723,167100,12349,85000,12480,135900,
seq_1100_6,604450,2573700,300385,603000,9765,1969600,13106,80900,11324,137600,
seq_1100_7,604450,2641300,305110,617100,9739,185400,13166,81600,12337,198500,
seq_1100_8,604450,2804500,298514,626600,9718,153100,12095,70300,10604,113000,
seq_1100_9,604450,3589400,310785,873000,9743,165100,13375,80200,11815,117400,
seq_1100_10,604450,2654400,291480,601900,9703,155400,12382,80000,11471,121700,
seq_1100_11,604450,3544400,305126,688800,9738,172800,13330,82900,12205,143600,
seq_1100_12,604450,2833500,292303,604900,9721,154800,12965,71000,10967,115300,
seq_1100_13,604450,2930300,306916,720800,9727,216700,12460,81500,12109,130500,
seq_1100_14,604450,3742800,306648,761400,9719,196400,12075,70300,10658,133200,
seq_1100_15,604450,2652700,301291,603600,9751,154800,12326,71000,12478,123600,
seq_1100_16,604450,2849200,310393,869200,9737,282000,11135,125500,12064,187000,
seq_1100_17,604450,2698600,308450,635400,9727,156000,14755,80700,12026,118700,
seq_1100_18,604450,2726800,304278,609000,9729,188000,11965,80500,11311,183800,
seq_1100_19,604450,2732000,305216,643700,9733,165400,11709,72600,11441,114500,
seq_1100_20,604450,2769800,294329,604700,9766,165000,12114,71800,11080,118700,
seq_1100_21,604450,3908800,309981,701600,9738,254200,12449,81300,10973,128200,
seq_1100_22,604450,2771300,299727,670200,9741,185500,12022,76400,11121,125400,
seq_1100_23,604450,2807700,299366,681300,9737,207000,11709,83200,10880,131400,
seq_1100_24,604450,2862900,313332,713000,9725,175300,12990,78400,10577,126900,
seq_1100_25,604450,3154100,298980,598700,9737,158000,13165,73500,11321,118500,
seq_1100_26,604450,2744600,302238,662100,9713,183600,11738,84200,11924,130200,
seq_1100_27,604450,3292000,312345,815700,9716,188500,11360,86500,10890,145800,
seq_1100_28,604450,2681700,294128,603300,9738,155500,11901,70000,11380,115800,
seq_1100_29,604450,3120400,288383,748100,9738,186600,12602,82000,11604,145500,
seq_1100_30,604450,2686600,302782,615800,9758,158300,12293,72300,11134,113500,
seq_1100_31,604450,2892800,303262,617900,9724,157400,12818,70500,11606,122900,
seq_1100_32,604450,2571600,304213,638100,9714,158300,11240,70200,10956,116200,
seq_1100_33,604450,3538500,306527,852900,9699,216300,12082,99200,11453,162400,
seq_1100_34,604450,2832500,310430,641000,9745,161900,13985,73400,12192,119800,
seq_1100_35,604450,2759400,301649,768800,9725,184100,11721,83400,11393,131300,
seq_1100_36,604450,3178700,295967,634000,9725,172500,11895,78100,11998,124900,
seq_1100_37,604450,2589400,307486,843900,9735,221200,12627,102600,11196,169500,
seq_1100_38,604450,3302300,303804,615300,9743,158900,12756,72100,10857,112700,
seq_1100_39,604450,2621100,295429,724700,9747,201600,12875,85000,11456,125400,
seq_1100_40,604450,3016800,306291,636900,9749,161200,12184,72900,11407,115100,
seq_1100_41,604450,2561400,299001,628600,9729,152900,11824,71000,11197,111600,
seq_1100_42,604450,2801300,304627,700600,9738,202400,12512,87200,10630,144700,
seq_1100_43,604450,2564600,308296,625500,9735,163600,13127,74100,10964,124100,
seq_1100_44,604450,3269700,303522,721400,9736,152600,12711,71200,11250,113800,
seq_1100_45,604450,2511400,318859,674300,9741,160700,14267,77600,13070,124000,
seq_1100_46,604450,2681600,295271,599600,9717,156500,12685,72600,11633,115100,
seq_1100_47,604450,2870400,305496,681100,9755,173900,11676,81000,10658,128000,
seq_1100_48,604450,2647400,299528,608100,9761,162900,11841,72800,10576,119400,
seq_1100_49,604450,3093700,302455,638600,9779,157800,12166,71500,12745,121000,
seq_1100_50,604450,3610900,307446,729400,9723,156600,12117,69000,11835,116700,
seq_1100_51,604450,3123800,308644,988000,9719,225200,12414,102800,11292,150000,
seq_1100_52,604450,3087200,306354,675600,9755,170600,11679,79300,12252,135400,
seq_1100_53,604450,3716900,304823,911700,9705,171400,12593,81000,12078,126600,
seq_1100_54,604450,2843300,304359,670900,9728,178000,12011,77300,11967,128200,
