SeqId,BubbleSortNComp,BubbleSortTns,InsertionSortNComp,InsertionSortTns,MergeSortNComp,MergeSortTns,QuickSortNComp,QuickSortTns,QuickSortRandomNComp,QuickSortRandomTns,
seq_800_72,319600,1250600,157625,319600,6703,110700,9291,48600,7748,76000,
seq_800_73,319600,1443100,161159,317500,6733,105600,8077,50500,9015,97100,
seq_800_74,319600,1415500,166130,340300,6757,108800,8179,47400,7338,88600,
seq_800_75,319600,1290800,158336,330600,6737,116800,7889,49100,7227,77400,
seq_800_76,319600,1408200,160748,627600,6737,166000,8163,71800,7457,125000,
seq_800_77,319600,1242600,163157,341100,6695,111700,8362,48500,7363,92500,
seq_800_78,319600,1212400,163670,351500,6705,109300,9195,49200,8734,77200,
seq_800_79,319600,1558900,160966,454600,6731,155200,7949,68400,7575,163000,
seq_800_80,319600,1220500,161005,345800,6714,120700,9159,50900,7306,82900,
seq_800_81,319600,1433600,163424,373000,6738,111000,8345,49900,8576,79800,
seq_800_82,319600,1228900,158013,317000,6710,107200,8599,51100,7572,78100,
seq_800_83,319600,1302900,161434,354400,6711,134500,8374,56700,8542,123600,
seq_800_84,319600,1752000,161250,452000,6718,149400,8640,68000,7436,110500,
seq_800_85,319600,1483200,155985,417400,6726,176900,8473,61600,7810,105500,
seq_800_86,319600,1517400,159990,378100,6737,140400,8043,56800,8095,92300,
seq_800_87,319600,1418200,160000,327600,6750,113200,7897,50000,7487,79800,
seq_800_88,319600,1400200,157764,360700,6710,127700,8259,58300,7343,91000,
seq_800_89,319600,1905000,165243,381400,6722,120700,9937,50800,7172,88900,
seq_800_90,319600,1510400,162546,359600,6729,110300,8715,49600,8216,81300,
seq_800_91,319600,1246600,170011,356200,6737,111600,8436,49100,7985,78800,
seq_800_92,319600,1281500,164377,370400,6732,206200,7894,62000,7886,95800,
seq_800_93,319600,1706400,157486,439500,6716,183900,8129,84500,8003,115700,
seq_800_94,319600,1331600,164464,330800,6709,112000,8963,50200,8016,77700,
seq_800_95,319600,1275800,153717,335800,6708,106300,7852,48600,7670,79000,
seq_800_96,319600,1323800,161348,327900,6724,108300,8143,50100,7507,76100,
seq_800_97,319600,1362000,166643,378600,6745,117400,7755,48500,7430,81200,
seq_800_98,319600,1225600,168928,347000,6727,109500,8193,47800,7315,76200,
seq_800_99,319600,1546500,157713,363300,6709,136300,9121,56500,7450,86300,
seq_850_0,360825,1848200,180022,455800,7235,142400,9842,66500,7892,94600,
seq_850_1,360825,1689600,191989,431400,7239,127800,9325,56000,8516,89300,
seq_850_2,360825,1828200,173018,370500,7215,115100,9260,52900,9243,88100,
seq_850_3,360825,1554300,182180,409900,7212,145400,9413,58900,8176,111300,
seq_850_4,360825,1366200,183042,382300,7222,119800,8256,51900,8451,85200,
seq_850_5,360825,1513900,180683,415300,7206,143500,8715,58800,8300,94700,
seq_850_6,360825,1474300,176896,380300,7195,118000,8409,52800,8409,82800,
seq_850_7,360825,1720100,181781,380400,7210,111800,8882,57700,8284,91800,
seq_850_8,360825,1386400,182542,390600,7206,116000,8816,52600,8336,82400,
seq_850_9,360825,1643600,178089,377800,7227,156500,9453,69800,7587,93500,
seq_850_10,360825,1955300,175654,423100,7222,136900,10158,61800,8144,98600,
seq_850_11,360825,1611100,186436,429900,7215,119900,9177,52000,8091,86900,
seq_850_12,360825,1618500,175718,353600,7241,124600,9642,55100,8171,82800,
seq_850_13,360825,1451900,180640,468900,7224,172900,8236,73000,7637,125500,
seq_850_14,360825,1512200,179604,360900,7235,113300,8893,53600,8934,84900,
seq_850_15,360825,1522800,177840,384400,7192,132400,9426,55600,8534,91100,
seq_850_16,360825,1437800,184980,378500,7237,134800,8738,54700,8246,89800,
seq_850_17,360825,1744100,181896,456500,7226,149000,9434,81300,8875,94600,
seq_850_18,360825,1614300,178566,350400,7213,119600,8744,50500,8355,84500,
seq_850_19,360825,2385100,179721,709000,7225,184400,8561,70900,7969,121800,
seq_850_20,360825,43666600,182100,829000,7193,210800,8514,83200,8117,141600,
seq_850_21,360825,6004600,176846,995000,7199,217000,8648,77400,7930,145800,
seq_850_22,360825,24659300,183143,826200,7200,247000,8948,77800,8005,143000,
seq_850_23,360825,2707200,184301,787200,7231,222700,9070,84000,8635,160900,
seq_850_24,360825,2373700,175544,721300,7234,216500,8918,78500,8156,137100,
seq_850_25,360825,1997200,188440,758900,7194,196800,10024,89000,9598,150000,
seq_850_26,360825,1882700,183854,610700,7223,178600,8708,67900,8494,116300,
seq_850_27,360825,3028100,186619,846000,7228,234200,9119,74500,9498,136000,
seq_850_28,360825,2403000,181942,1058300,7179,226300,9132,82300,8275,135200,
seq_850_29,360825,2612300,180296,945900,7221,251000,9031,85500,8788,150600,
seq_850_30,360825,2537700,184449,839400,7205,215800,8938,89300,8096,138700,
seq_850_31,360825,2338800,173247,525200,7212,156600,9588,65200,8039,103400,
seq_850_32,360825,2708000,181020,870200,7238,281000,9285,112600,8316,180700,
seq_850_33,360825,2437400,185476,751900,7207,205600,9491,84000,8703,142100,
seq_850_34,360825,2240000,181285,539400,7233,154800,9539,66400,7867,108500,
seq_850_35,360825,2657700,177765,709100,7210,205100,8250,75400,8056,138100,
seq_850_36,360825,1810900,180935,463900,7228,149900,9260,60400,8217,99800,
seq_850_37,360825,2097900,180186,420000,7231,160400,9955,64700,7820,102300,
seq_850_38,360825,1748900,178746,407600,7213,134300,8369,60200,8358,109100,
seq_850_39,360825,1697800,184619,421000,7209,131600,9472,59300,8868,98600,
seq_850_40,360825,1647800,180619,447200,7241,147200,8944,61900,8778,108000,
seq_850_41,360825,2307300,184248,513100,7196,136600,9998,67700,8825,99700,
seq_850_42,360825,1606800,180845,450400,7217,171600,9146,72000,8313,95900,
seq_850_43,360825,1900000,183341,836400,7230,368100,9123,87300,8644,144100,
seq_850_44,360825,2099900,186457,470700,7208,131800,9425,61900,7916,96800,
seq_850_45,360825,1627300,174314,399800,7214,130500,8673,65600,7651,96800,
seq_850_46,360825,1826700,182412,504200,7207,138700,8708,62800,7940,101600,
seq_850_47,360825,1725100,176737,553500,7194,137900,8823,57400,7836,96900,
seq_850_48,360825,1721400,181961,419800,7236,143300,8472,76000,8137,114400,
seq_850_49,360825,2148800,183002,455500,7221,284500,9145,63100,8527,93600,
seq_850_50,360825,2009600,176880,408800,7251,129200,8907,62900,7796,98200,
seq_850_51,360825,1778000,185559,950000,7239,243200,8763,60500,8351,105400,
seq_850_52,360825,2104800,179702,696000,7213,187800,9688,81200,8815,135400,
seq_850_53,360825,1525000,181398,439800,7214,132100,8560,59100,8565,112600,
seq_850_54,360825,1850000,180598,712500,7215,189600,9590,66800,8081,167500,
seq_850_55,360825,1949500,179621,424900,7215,152600,9639,61800,8580,112900,
seq_850_56,360825,2074200,180976,427800,7208,147600,9171,64000,8372,99700,
seq_850_57,360825,1763600,185096,784600,7219,255100,9827,68400,9129,112600,
seq_850_58,360825,1808700,183305,441800,7224,134300,9968,61000,8750,99300,
seq_850_59,360825,1777900,183486,431100,7238,142100,9167,66400,8323,97600,
seq_850_60,360825,2263400,180081,668700,7212,200500,9731,82400,8301,132200,
seq_850_61,360825,1691800,186246,792300,7211,242800,8541,117400,7891,145900,
seq_850_62,360825,1648400,180224,407500,7185,131300,8708,59500,9324,94300,
seq_850_63,360825,2427300,180793,473000,7187,158900,9150,59300,8237,100600,
seq_850_64,360825,1531400,181699,410500,7201,133000,8399,58300,9198,98100,
seq_850_65,360825,1581700,186647,421000,7195,132100,9930,60400,7875,97800,
seq_850_66,360825,2002100,174135,479400,7228,132000,10449,63600,9042,119500,
seq_850_67,360825,1620000,184139,449700,7210,141400,9360,59600,8454,96500,
seq_850_68,360825,1746400,175442,395800,7237,132100,9520,59800,8589,94100,
seq_850_69,360825,2402800,182219,546600,7205,142800,9541,59900,7854,100200,
seq_850_70,360825,2013600,181037,514100,7222,170000,9368,77200,7981,117300,
seq_850_71,360825,1943400,186068,530200,7244,163300,10228,75800,7952,116800,
seq_850_72,360825,2269000,178825,427100,7211,143700,8777,62200,7906,98900,
seq_850_73,360825,1705600,183390,422600,7228,137700,9883,61200,8589,92900,
seq_850_74,360825,1634200,185398,463800,7222,143600,8360,66300,8987,105900,
seq_850_75,360825,2735000,187248,583600,7222,163600,9493,73400,8572,125400,
seq_850_76,360825,2076800,188785,507400,7236,129900,8250,57300,9095,97500,
seq_850_77,360825,2388200,178965,642600,7197,188300,9689,90000,8415,110500,
seq_850_78,360825,1586200,178521,372200,7203,127000,8916,52700,8175,85300,
seq_850_79,360825,2565900,182113,561300,7212,165800,9076,74700,9117,120000,
seq_850_80,360825,1715300,176975,400800,7228,165200,8472,75000,8979,103000,
seq_850_81,360825,2332800,181921,570700,7223,131200,8469,60800,8464,96500,
seq_850_82,360825,2011200,185364,654500,7236,185100,8978,79800,9073,135100,
seq_850_83,360825,1771300,177897,446900,7192,143200,9040,59900,8257,107000,
seq_850_84,360825,1720500,182460,728600,7223,146000,9259,60300,8191,124200,
seq_850_85,360825,2059600,181985,444200,7215,157600,8561,65500,8821,106500,
seq_850_86,360825,1679800,178032,404700,7209,130700,9711,60700,8674,96200,
seq_850_87,360825,1689900,186305,439000,7241,144500,8707,59400,7980,111900,
seq_850_88,360825,2414000,182413,573300,7197,176700,9310,84400,8452,146800,
seq_850_89,360825,1573700,175730,396700,7250,129400,8989,58900,8981,91800,
seq_850_90,360825,1707600,175548,427200,7221,169000,8510,60500,7817,96700,
seq_850_91,360825,1840400,188328,476000,7235,153500,8408,69700,8563,110300,
seq_850_92,360825,1634000,175648,447500,7245,158100,8852,59900,7804,95900,
seq_850_93,360825,1679000,178675,422000,7229,131500,9579,59800,8264,112400,
seq_850_94,360825,2147600,183409,481500,7222,165900,8899,64300,9789,110300,
seq_850_95,360825,1608600,179303,404700,7238,134400,9351,74700,8225,126200,
seq_850_96,360825,1565900,184662,417300,7217,131000,8983,61000,7994,98800,
seq_850_97,360825,3333600,188698,1487800,7220,281600,8498,80000,9647,144500,
seq_850_98,360825,2707500,176635,787000,7225,432900,9358,123400,9358,256900,
seq_850_99,360825,1803800,175425,907100,7213,146600,9510,59900,8529,98800,
seq_900_0,404550,1966700,200418,451800,7726,204600,9355,74000,9166,152400,
seq_900_1,404550,1915400,207692,669500,7687,212000,11645,102200,8969,146100,
seq_900_2,404550,1884700,208897,474700,7731,177000,9419,65200,9432,106100,
seq_900_3,404550,1962200,206256,568100,7713,135500,9427,63200,8849,103600,
seq_900_4,404550,2178800,204967,730000,7719,172900,9892,74900,8931,107300,
seq_900_5,404550,1855800,210771,474900,7708,139500,10054,64300,8944,111800,
seq_900_6,404550,2288800,198777,863700,7697,240500,9816,370500,9616,167100,
seq_900_7,404550,2348400,205380,570700,7687,223800,10498,95900,9183,148900,
seq_900_8,404550,2926200,202919,1076700,7694,177800,9379,75200,8925,114400,
seq_900_9,404550,2211700,207189,632400,7701,217600,10078,90600,8364,106200,
seq_900_10,404550,1912600,194550,516600,7682,212300,9614,68200,10314,108800,
seq_900_11,404550,2243500,197712,531800,7716,153700,10702,76700,9187,100800,
seq_900_12,404550,2573900,202006,928300,7717,162600,9322,63100,9054,104300,
seq_900_13,404550,3017100,203872,530200,7654,203000,11493,69300,9373,125300,
seq_900_14,404550,2423800,191255,747100,7697,159300,8910,66400,8690,112500,
seq_900_15,404550,2395600,200367,525200,7713,172000,9116,72900,8758,127200,
seq_900_16,404550,2003400,196748,464200,7724,152300,10942,83500,8683,135300,
seq_900_17,404550,1926100,204610,458600,7713,178600,10032,68800,8587,138300,
seq_900_18,404550,2494400,204501,476400,7725,175000,9435,79800,9156,116800,
seq_900_19,404550,2360900,205747,485200,7707,139700,9935,66200,9125,115200,
seq_900_20,404550,2533000,197514,747900,7691,185300,9459,75000,8741,126900,
seq_900_21,404550,2057800,199360,449900,7711,166000,10487,67300,9142,139900,
seq_900_22,404550,2783800,205390,631600,7714,187100,9160,77200,8417,119100,
seq_900_23,404550,2706000,208612,480600,7697,142800,9244,66000,9252,106400,
seq_900_24,404550,2102500,202752,522400,7727,156900,9907,63600,9607,124500,
seq_900_25,404550,2312100,195942,463600,7692,146000,9444,66100,8603,123700,
seq_900_26,404550,2596500,199549,473500,7692,170100,9520,89200,9014,103400,
seq_900_27,404550,2677900,201747,614600,7740,173600,11305,78600,8330,128200,
seq_900_28,404550,2280100,190441,641800,7669,177600,9464,74100,9310,128200,
seq_900_29,404550,3247500,199757,890500,7706,251200,9632,106400,9318,651800,
seq_900_30,404550,2083300,206396,611300,7702,156400,10742,74900,9171,135700,
seq_900_31,404550,2404000,205433,613100,7717,145500,9235,78600,8753,104700,
seq_900_32,404550,1960100,202705,491900,7723,146100,9114,62200,8796,105100,
seq_900_33,404550,1850500,205547,467700,7727,141000,9876,62700,9121,114200,
seq_900_34,404550,2416800,209733,536700,7693,136800,9531,62400,8681,102900,
seq_900_35,404550,1823800,208847,475800,7722,148400,9285,65000,9761,101800,
seq_900_36,404550,1775900,202014,482100,7708,174300,9987,75100,9556,212400,
seq_900_37,404550,2143000,206634,464900,7666,139100,8900,63700,9401,109600,
seq_900_38,404550,1984600,200714,453600,7706,139300,9768,64200,9008,103200,
seq_900_39,404550,2225000,205080,740600,7715,190900,10025,80800,9333,127800,
seq_900_40,404550,1906200,206125,541600,7739,140900,9832,62900,9419,104300,
seq_900_41,404550,1806500,200760,452400,7711,143100,9397,62800,9096,103300,
seq_900_42,404550,2084000,203539,751500,7708,155900,9710,68400,9243,105300,
seq_900_43,404550,1812500,202810,463300,7687,150500,9908,63300,9945,104900,
seq_900_44,404550,1839200,204785,778200,7728,155400,11127,65300,9061,105600,
seq_900_45,404550,2285700,207745,460700,7724,150100,10640,59100,8647,90900,
seq_900_46,404550,2088300,201658,489100,7706,155600,9324,82000,8560,114300,
seq_900_47,404550,2298100,189606,544200,7741,182100,11001,81300,10299,130700,
seq_900_48,404550,2143000,205685,575200,7689,133400,9342,63000,8751,102300,
seq_900_49,404550,1941800,212503,476500,7741,154800,9183,65000,9665,107400,
seq_900_50,404550,2253300,205178,679400,7730,221800,9692,76000,9542,108800,
seq_900_51,404550,1933300,202010,453000,7664,149800,9304,64500,10539,133600,
seq_900_52,404550,1838200,207283,467100,7703,136300,10265,63800,8049,102300,
seq_900_53,404550,2123000,202981,469400,7700,159400,9789,76300,9280,106300,
seq_900_54,404550,1982600,207772,475700,7719,137500,9031,64600,9406,98300,
seq_900_55,404550,1859500,199850,475800,7715,138500,9583,64000,8873,116200,
seq_900_56,404550,2179300,207803,543000,7713,188900,10685,65600,8629,105600,
seq_900_57,404550,1901400,208103,466500,7749,167300,9531,64100,9360,109800,
seq_900_58,404550,1883500,205284,474200,7718,139900,9067,63800,9600,103200,
seq_900_59,404550,3089400,205883,592500,7705,195000,8870,78800,9041,128600,
seq_900_60,404550,2083600,207770,483800,7674,154900,9250,80400,8519,118500,
seq_900_61,404550,2260900,206138,512900,7712,191000,9462,68800,8455,103700,
seq_900_62,404550,2069000,204169,468400,7729,161500,10051,64800,8685,109400,
seq_900_63,404550,1883500,202567,459200,7720,155700,9494,63500,8807,98900,
seq_900_64,404550,2148100,203432,467800,7686,152200,9461,61400,9685,123400,
seq_900_65,404550,1881400,211573,478500,7710,149300,9958,72600,9640,105600,
seq_900_66,404550,1980300,198559,832400,7713,257100,11719,67000,9381,106900,
seq_900_67,404550,1975900,203974,467200,7730,191000,8872,63700,9045,99100,
seq_900_68,404550,1942900,201784,475300,7707,175500,8943,62400,8618,97500,
seq_900_69,404550,2173500,206513,764300,7701,132800,9189,58600,9709,99500,
seq_900_70,404550,2600900,195292,636000,7733,206200,11046,87000,10111,132200,
seq_900_71,404550,1903000,207055,468500,7701,155500,9365,64200,9063,103100,
seq_900_72,404550,2084700,209972,471000,7694,140700,9749,62200,8754,101200,
seq_900_73,404550,1644900,200533,456300,7709,168000,10389,66300,8796,111200,
seq_900_74,404550,2126200,201181,642200,7739,188000,10011,92900,9222,129800,
seq_900_75,404550,1936000,205868,453500,7713,179600,10211,65600,9147,109600,
seq_900_76,404550,1914100,202690,483400,7703,211900,9285,62100,8464,101600,
seq_900_77,404550,2500900,202745,548100,7693,139700,9387,79000,9634,107600,
seq_900_78,404550,1806200,200624,463700,7703,157700,9439,90500,8751,113500,
seq_900_79,404550,1991000,206208,496600,7738,159300,9284,63100,8899,106600,
seq_900_80,404550,2038300,208702,566700,7693,223900,10234,100100,10146,142200,
seq_900_81,404550,2002800,211507,608600,7739,140800,9118,62400,9273,117400,
seq_900_82,404550,2202900,199649,872600,7710,270300,9556,84600,9263,255500,
seq_900_83,404550,1993200,199817,451100,7716,148600,9583,63500,9942,105000,
seq_900_84,404550,2311100,200904,575400,7716,181800,9939,76400,9570,148700,
seq_900_85,404550,2069300,195644,511300,7717,156000,9765,88500,9324,105900,
seq_900_86,404550,2194700,202958,750700,7703,190700,10817,64800,8179,106000,
seq_900_87,404550,2097600,201966,539300,7694,206100,10449,74400,9416,119900,
seq_900_88,404550,1833500,199712,451300,7683,151300,10025,63100,9429,101300,
seq_900_89,404550,1927400,204915,461800,7713,139100,11024,64300,8905,105000,
seq_900_90,404550,2454700,205001,470900,7705,158500,9193,64300,8945,105900,
seq_900_91,404550,1889800,202982,464600,7716,156800,9780,64100,8552,105100,
seq_900_92,404550,1893900,197104,459400,7729,153000,10192,66200,9085,106200,
seq_900_93,404550,1978600,197516,443100,7711,182000,9251,62300,9582,99200,
seq_900_94,404550,1961100,208040,524900,7750,189100,9991,64700,8814,101700,
seq_900_95,404550,2349000,196539,925700,7709,157200,9893,91700,9070,121300,
seq_900_96,404550,1991600,197071,444700,7706,137600,10393,63600,9162,111100,
seq_900_97,404550,1805600,199970,402000,7727,129100,9816,55400,9229,102100,
seq_900_98,404550,2786300,216862,608600,7711,178800,10296,66600,8933,104200,
seq_900_99,404550,2042100,195243,420500,7714,150700,9226,65300,8131,121400,
seq_950_0,450775,2519600,232511,506600,8238,135800,9870,63600,8809,94500,
seq_950_1,450775,2297300,226797,520000,8214,145800,11984,73700,9970,116500,
seq_950_2,450775,2541600,228429,559100,8200,155200,10830,73200,9098,112800,
seq_950_3,450775,2767900,225461,703900,8231,204500,10200,85700,9472,143100,
seq_950_4,450775,2082600,230839,532200,8208,149600,10076,69400,9756,105700,
seq_950_5,450775,2046400,227860,512100,8239,176900,9964,66400,11160,111000,
seq_950_6,450775,2120600,226186,509800,8220,169600,10130,79200,10188,161000,
seq_950_7,450775,2288900,222907,500100,8214,155000,10369,69200,9132,108400,
seq_950_8,450775,2431000,226744,700900,8217,199400,9795,77400,10434,164000,
seq_950_9,450775,2183900,234347,589600,8213,147800,10622,68900,9494,107300,
seq_950_10,450775,2175400,227055,515400,8199,148300,9815,80500,9157,108800,
seq_950_11,450775,2046100,223109,464600,8222,128300,10295,61900,9518,122800,
seq_950_12,450775,2567200,221921,532600,8227,180600,10521,108500,8866,128400,
seq_950_13,450775,2167700,224525,744800,8201,149100,10317,69600,10309,120600,
seq_950_14,450775,2343600,227152,575400,8215,165200,9853,67900,9236,108300,
seq_950_15,450775,2107600,221054,583500,8233,223600,10139,72900,9727,131700,
seq_950_16,450775,2127000,222552,581100,8204,169800,10381,82100,9870,169400,
seq_950_17,450775,2097500,222112,544500,8226,146200,9794,67200,9791,107200,
seq_950_18,450775,2086000,228471,671300,8202,168200,11759,69500,10545,150500,
seq_950_19,450775,2101700,220604,505800,8235,165200,10749,71700,9750,139500,
seq_950_20,450775,2047800,225766,477400,8215,134100,10405,59600,9541,98900,
seq_950_21,450775,2566800,222384,617500,8211,555500,10403,100800,10061,189500,
seq_950_22,450775,2215500,233584,547600,8182,178700,9774,85000,9604,104700,
seq_950_23,450775,2194000,225051,516700,8211,147200,10376,73000,9326,111000,
seq_950_24,450775,2106000,216884,488900,8192,164900,9417,69200,9363,123000,
seq_950_25,450775,1961200,223805,454400,8189,141100,10567,62700,9336,101500,
seq_950_26,450775,2567300,219261,661300,8196,219900,12791,103200,9902,129700,
seq_950_27,450775,2046300,231592,531100,8192,167000,10512,66800,9352,109000,
seq_950_28,450775,1927900,224206,474700,8192,132600,9771,59900,10137,97300,
seq_950_29,450775,2459700,226842,553800,8194,151700,10068,69600,8873,109000,
seq_950_30,450775,2110400,226019,506900,8235,163600,10104,67600,10110,130500,
seq_950_31,450775,2351500,223726,516600,8204,161800,10702,72200,9539,155200,
seq_950_32,450775,1943900,222132,499300,8215,146700,9961,70700,10262,116200,
seq_950_33,450775,2251700,221421,468800,8210,162100,9773,67300,9315,112900,
seq_950_34,450775,2694200,223114,485900,8167,134700,9817,59400,8991,105600,
seq_950_35,450775,2347600,227370,543800,8209,168500,10836,84700,9322,109500,
seq_950_36,450775,2199100,232187,520200,8211,143200,9708,67400,9385,109900,
seq_950_37,450775,2574000,225437,673400,8207,160900,9742,70400,9172,121500,
seq_950_38,450775,2346800,225383,839100,8207,226700,10796,81900,9730,126700,
seq_950_39,450775,3018000,240104,750100,8212,166700,10718,72200,8864,112900,
seq_950_40,450775,2258100,226603,521900,8215,146700,9442,68200,11242,117500,
seq_950_41,450775,2395800,217669,562500,8201,195800,9650,121500,10393,147400,
seq_950_42,450775,2184900,234139,550000,8229,170400,10792,68800,11126,113000,
seq_950_43,450775,1937000,226078,521600,8220,155200,11260,81000,9425,108600,
seq_950_44,450775,2344300,230808,520500,8211,139000,10528,66800,10127,113600,
seq_950_45,450775,2322200,223471,560600,8242,176500,10606,65900,10001,129100,
seq_950_46,450775,2395300,223345,542800,8224,185400,9998,66900,9374,112500,
seq_950_47,450775,2227600,224246,522700,8212,148400,11228,69900,9409,111100,
seq_950_48,450775,2002400,231964,519400,8179,174600,10152,67600,9098,107800,
seq_950_49,450775,1916700,235203,876300,8233,222200,11018,72100,9971,114300,
seq_950_50,450775,2224500,226863,511100,8196,165600,9397,69400,9743,131700,
seq_950_51,450775,2508600,228621,609100,8208,163800,10473,66500,10030,120400,
seq_950_52,450775,2552500,229737,634900,8209,190200,10985,85800,9891,136700,
seq_950_53,450775,2680500,222172,696600,8199,179300,10921,103100,10128,191100,
seq_950_54,450775,2472800,226968,564200,8223,196700,11053,83800,9579,116900,
seq_950_55,450775,2090300,228934,522800,8231,152600,10446,67900,9952,98600,
seq_950_56,450775,2533300,219628,679600,8188,150800,10526,69000,9083,107600,
seq_950_57,450775,2034400,223881,481700,8203,136700,10408,62100,9556,101400,
seq_950_58,450775,2313900,224055,671000,8230,208100,9487,92600,10156,143700,
seq_950_59,450775,2395100,225889,668800,8189,211600,9811,87300,9438,145700,
seq_950_60,450775,2020100,233798,498300,8194,139100,9834,62200,9243,104300,
seq_950_61,450775,2855400,235414,667300,8198,181900,10525,83800,8799,131600,
seq_950_62,450775,2156200,226765,457500,8228,130800,9804,59700,9606,94600,
seq_950_63,450775,2214400,228296,500300,8222,130200,10689,63400,9623,98200,
seq_950_64,450775,2641800,228238,638800,8222,185500,9864,83300,9331,154700,
seq_950_65,450775,2636300,231534,868500,8194,253200,10294,82000,10440,158700,
seq_950_66,450775,2077400,218817,455800,8209,131300,10675,61000,9843,108700,
seq_950_67,450775,2469200,230334,634100,8223,177300,10861,85300,9647,133600,
seq_950_68,450775,2757100,224237,564200,8247,153300,10633,71900,8975,114200,
seq_950_69,450775,1888700,226030,453800,8200,129000,10291,60500,9767,96900,
seq_950_70,450775,2142100,232539,482800,8223,140300,10655,61200,9496,99000,
seq_950_71,450775,2036300,233889,469000,8202,128200,10965,60100,9996,99200,
seq_950_72,450775,1916900,230459,475000,8210,137200,10936,60900,9409,105500,
seq_950_73,450775,1895600,226940,456100,8226,129600,11228,63300,10226,98000,
seq_950_74,450775,2114000,226843,464700,8219,127500,10237,61100,9892,100100,
seq_950_75,450775,2511800,225517,631700,8197,181700,9805,86200,9729,132000,
seq_950_76,450775,2757700,230606,495100,8178,141000,9906,60800,10570,98200,
seq_950_77,450775,1994200,235558,523200,8214,144500,10544,61600,8819,146000,
seq_950_78,450775,1986200,217047,433400,8208,130700,10614,59200,11209,99900,
seq_950_79,450775,2428200,229118,586300,8211,166000,10157,73100,10411,108400,
seq_950_80,450775,2092400,224377,482100,8217,138300,11130,60100,9424,99300,
seq_950_81,450775,1994800,225457,460200,8217,130700,10208,60600,10055,101200,
seq_950_82,450775,1902200,229479,497500,8217,132800,9559,61400,9361,94500,
seq_950_83,450775,1991000,223391,485800,8185,142100,10116,61700,10059,98300,
seq_950_84,450775,2158700,223705,765800,8210,260100,10888,82300,9837,134100,
seq_950_85,450775,2263900,225272,676000,8195,234700,10259,94200,11538,137800,
seq_950_86,450775,2154200,225401,507100,8211,162100,10442,68700,9400,109900,
seq_950_87,450775,2495100,226939,522800,8215,147400,10134,64800,9960,111000,
seq_950_88,450775,2101400,225620,522700,8179,209500,10609,69400,9772,171600,
seq_950_89,450775,2481300,225718,516700,8185,136600,10149,66200,9801,136000,
seq_950_90,450775,2009100,222587,460600,8231,133400,10013,60900,8881,98700,
seq_950_91,450775,1967100,221198,461000,8181,140400,10527,61400,8843,102200,
seq_950_92,450775,2162400,218345,476200,8218,137800,10128,66000,9436,104500,
seq_950_93,450775,2027100,233646,482700,8219,140100,10711,68900,9155,100700,
seq_950_94,450775,1987800,225938,609500,8214,249700,9938,77800,9387,219100,
seq_950_95,450775,2000100,228146,478000,8230,133300,9405,60700,8768,102200,
seq_950_96,450775,2177500,223621,516200,8200,133500,10637,60200,10160,100800,
seq_950_97,450775,2819200,219098,596500,8221,187500,10809,120700,11033,98600,
seq_950_98,450775,1952200,224503,452000,8232,134400,10377,60700,9591,96200,
seq_950_99,450775,1952800,224391,638200,8216,135300,10208,66600,9445,115600,
seq_1000_0,499500,2231400,255483,527500,8727,136100,10160,63400,11157,113900,
seq_1000_1,499500,2059900,254890,516400,8731,143800,10963,63000,10029,100500,
seq_1000_2,499500,2238900,250943,561600,8727,187700,10827,78700,10064,129100,
seq_1000_3,499500,2290600,249796,502800,8713,136800,11794,67900,11491,105500,
seq_1000_4,499500,2364500,252418,580900,8723,194400,10418,83100,10505,115000,
seq_1000_5,499500,2889800,250455,504100,8718,146700,10591,64600,10338,114500,
seq_1000_6,499500,2075000,250018,500600,8694,140600,11792,65000,10351,101700,
seq_1000_7,499500,2204100,243841,491700,8687,137600,11177,61000,10341,110800,
seq_1000_8,499500,2248700,250610,509100,8690,138500,10340,65100,10119,109600,
seq_1000_9,499500,2626000,242313,514200,8712,137700,13049,65100,9456,101700,
seq_1000_10,499500,3078400,257759,535700,8691,142800,11263,64500,9322,99600,
seq_1000_11,499500,2132000,247722,1079100,8699,246000,10490,95300,9998,172400,
seq_1000_12,499500,2394000,242231,566600,8688,160600,10958,76200,10221,119200,
seq_1000_13,499500,2413400,245621,580500,8721,154100,10295,70700,10798,116800,
seq_1000_14,499500,2194500,255010,620800,8730,195000,10284,70800,10270,120700,
seq_1000_15,499500,2304800,256984,537500,8657,145300,10482,63900,9055,100400,
seq_1000_16,499500,2111900,247848,494000,8696,137600,10486,64100,10913,103800,
seq_1000_17,499500,2115000,252301,584200,8710,186700,11320,76500,9532,155400,
seq_1000_18,499500,2396400,254261,648900,8747,206000,10788,99200,9496,122700,
seq_1000_19,499500,2221700,258933,518800,8709,139600,10243,62200,11132,100600,
seq_1000_20,499500,2287400,252054,573100,8703,150800,11789,106400,10001,155300,
seq_1000_21,499500,2134200,252696,504300,8689,138300,11018,63800,10046,104400,
seq_1000_22,499500,2102400,256423,664900,8729,161200,10559,70000,9921,142200,
seq_1000_23,499500,2195900,252168,558600,8722,156000,10277,68500,11452,115200,
seq_1000_24,499500,3282100,241415,491900,8680,141500,11649,64900,9475,103700,
seq_1000_25,499500,2719500,257625,656600,8702,138700,10689,61300,10222,100600,
seq_1000_26,499500,2409500,253821,577700,8707,153900,11142,65100,9838,98200,
